index,Event_code
15740,ATC-C02AC06
15741,LPP-7211533
15742,ICD-X639
15743,ATC-S01GX10
15744,LPP-7216170
15745,CAM-DERD001
15746,LPP-6162695
15747,LPP-7133490
15748,LPP-7294223
15749,LPP-7110430
15750,ICD-F109
15751,CAM-LAGA002
15752,LPP-6320131
15753,ICD-M219
15754,LPP-7211013
15755,ATC-N05BA18
15756,ICD-L233
15757,ICD-F071
15758,ICD-H186
15759,CAM-NCCA017
15760,ICD-V98
15761,CAM-AHLB018
15762,CAM-AHLA003
15763,CAM-AZGA001
15764,LPP-7212745
15765,CAM-NZHH002
15766,CAM-NBGA006
15767,CAM-LBEP005
15768,ICD-W094
15769,ICD-S607
15770,ICD-S632
15771,CAM-HBED003
15772,CAM-NJBA002
15773,ICD-Z460
15774,LPP-7226546
15775,LPP-7210574
15776,ATC-L01BC01
15777,ICD-E282
15778,ATC-A10BK03
15779,LPP-6187057
15780,LPP-6187070
15781,LPP-6170588
15782,ICD-O682
15783,ICD-O411
15784,ICD-O753
15785,ICD-O981
15786,ICD-O996
15787,ICD-O363
15788,LPP-1183468
15789,CAM-AELB002
15790,CAM-AELA002
15791,ICD-V293
15792,ICD-G444
15793,ICD-O811
15794,CAM-JHQA003
15795,ICD-X992
15796,CAM-QCEA003
15797,CAM-QCFA005
15798,CAM-QZPA001
15799,ICD-X105
15800,CAM-BADA003
15801,LPP-7278916
15802,ICD-I604
15803,CAM-EASF015
15804,CAM-ZANL001
15805,LPP-2215905
15806,LPP-2237775
15807,LPP-7255200
15808,LPP-7268496
15809,LPP-7286465
15810,CAM-MEEA004
15811,ICD-S432
15812,ATC-A06AD18
15813,ATC-D11AH07
15814,CAM-AHLH007
15815,ICD-M544
15816,ICD-G551
15817,CAM-NEFC001
15818,LPP-7157153
15819,ATC-M01AX25
15820,CAM-QEQX016
15821,ICD-L250
15822,CAM-JDQD004
15823,LPP-7859814
15824,ICD-W022
15825,LPP-7216186
15826,CAM-EDSF012
15827,LPP-6316916
15828,LPP-7812238
15829,LPP-7811931
15830,LPP-7248683
15831,CAM-ECCA003
15832,LPP-1273065
15833,LPP-1279317
15834,LPP-1249523
15835,LPP-1215702
15836,CAM-ZZQP112
15837,ICD-U839
15838,LPP-7239046
15839,ICD-S233
15840,ICD-O230
15841,ICD-O471
15842,ICD-O692
15843,LPP-2714005
15844,LPP-7782299
15845,ICD-F339
15846,ICD-O842
15847,LPP-7220785
15848,CAM-GDFE014
15849,ICD-K079
15850,ICD-A058
15851,LPP-1342240
15852,ATC-N03AB02
15853,LPP-1365063
15854,LPP-1280533
15855,ICD-H480
15856,LPP-6326843
15857,LPP-7858200
15858,LPP-1173270
15859,CAM-HBDD002
15860,CAM-MFFC001
15861,ICD-M938
15862,LPP-7219641
15863,LPP-7219606
15864,ICD-W206
15865,LPP-7122485
15866,LPP-7123071
15867,LPP-7141880
15868,CAM-QZNP007
15869,ATC-L01EG02
15870,LPP-7181750
15871,CAM-DDSA001
15872,ATC-B02BX01
15873,ICD-N322
15874,CAM-JCLE003
15875,CAM-JJFC002
15876,ICD-L732
15877,LPP-7213680
15878,CAM-LBQP001
15879,ICD-R432
15880,LPP-7837735
15881,LPP-6126890
15882,LPP-6126937
15883,LPP-7218765
15884,LPP-2210061
15885,LPP-7783005
15886,LPP-7247301
15887,ICD-G130
15888,LPP-6259207
15889,CAM-EMQJ001
15890,CAM-LBPA013
15891,CAM-LBPA020
15892,LPP-2749676
15893,BIO-1665
15894,BIO-4336
15895,LPP-7816259
15896,ICD-Z725
15897,ICD-F609
15898,ATC-N05AF01
15899,LPP-7219894
15900,ICD-H158
15901,ATC-N03AF04
15902,CAM-MGQC001
15903,LPP-1153616
15904,ICD-H680
15905,CAM-LAFA019
15906,CAM-NGPA002
15907,CAM-MDPA001
15908,ICD-M778
15909,CAM-NACA004
15910,ICD-S332
15911,ICD-M230
15912,CAM-NBCA007
15913,CAM-QBFA005
15914,LPP-2187356
15915,CAM-MZEA001
15916,CAM-NJFA005
15917,LPP-7212099
15918,ICD-O921
15919,CAM-JKQH001
15920,LPP-7211993
15921,CAM-EEFA006
15922,ICD-S750
15923,ICD-S751
15924,ICD-S855
15925,ICD-X954
15926,CAM-GEQP002
15927,ICD-G501
15928,LPP-7248275
15929,LPP-7826714
15930,CAM-ZZJJ003
15931,LPP-8178045
15932,LPP-1372420
15933,LPP-6320250
15934,LPP-7241729
15935,CAM-HBLD466
15936,ICD-H185
15937,CAM-QANP001
15938,ICD-V280
15939,CAM-MFQH001
15940,ATC-N02CC07
15941,CAM-GAMA019
15942,ICD-T983
15943,CAM-NCCA014
15944,CAM-ZZQP111
15945,LPP-7168263
15946,CAM-QEQJ001
15947,CAM-NJPA016
15948,ICD-K056
15949,ICD-Y604
15950,ICD-K115
15951,ICD-T147
15952,CAM-QZPA008
15953,LPP-8132356
15954,CAM-LBPA035
15955,LPP-8145732
15956,LPP-8145726
15957,CAM-HDFA009
15958,CAM-MDEA001
15959,CAM-JPHJ002
15960,ICD-Z364
15961,CAM-JQGA002
15962,ICD-O603
15963,ICD-O820
15964,LPP-6312835
15965,LPP-6324181
15966,LPP-2247905
15967,LPP-7239023
15968,LPP-7216861
15969,LPP-1391089
15970,ICD-Y042
15971,LPP-8124977
15972,CAM-LBPA006
15973,LPP-7118928
15974,ICD-X980
15975,CAM-JVQP008
15976,CAM-NDCA003
15977,ICD-W390
15978,ICD-H252
15979,LPP-8132273
15980,LPP-7241280
15981,LPP-7248000
15982,ATC-G03AA10
15983,LPP-1144617
15984,ICD-O241
15985,ICD-O620
15986,ATC-J01CF04
15987,LPP-7211579
15988,ICD-E110
15989,ATC-A10BD15
15990,ICD-E112
15991,ICD-M662
15992,ICD-T922
15993,LPP-1280036
15994,CAM-NFDC001
15995,LPP-3173511
15996,CAM-NBCB006
15997,ICD-V235
15998,LPP-7211770
15999,LPP-7213897
16000,ICD-V181
16001,CAM-JMFA001
16002,ICD-N750
16003,ICD-R780
16004,ICD-Y904
16005,ICD-F150
16006,ICD-Y901
16007,ICD-Q930
16008,CAM-MFCA001
16009,CAM-MFPA002
16010,ICD-S533
16011,LPP-4313760
16012,LPP-1204839
16013,LPP-1292424
16014,CAM-LHFA001
16015,LPP-7824299
16016,CAM-HBQH002
16017,ICD-W138
16018,CAM-FEQL007
16019,ICD-D126
16020,LPP-1159100
16021,ICD-W159
16022,LPP-6376344
16023,ATC-H05AA02
16024,CAM-HBFD326
16025,LPP-7203522
16026,ICD-Z540
16027,CAM-PADB001
16028,BIO-4119
16029,CAM-LJMA005
16030,CAM-LAEA007
16031,ICD-I48
16032,LPP-7226279
16033,LPP-1320385
16034,CAM-BLMP001
16035,LPP-7279057
16036,LPP-6111114
16037,CAM-EGSF002
16038,LPP-7214709
16039,ICD-Y058
16040,LPP-7287677
16041,LPP-7287737
16042,CAM-JJFC006
16043,CAM-QELJ001
16044,CAM-NAPA003
16045,LPP-6320102
16046,LPP-8177867
16047,ICD-F066
16048,ICD-V170
16049,CAM-JHFA015
16050,CAM-GBPA003
16051,ICD-O639
16052,ICD-Z560
16053,ICD-M626
16054,LPP-6179632
16055,ICD-Y906
16056,LPP-6314254
16057,CAM-NFPA001
16058,LPP-8145821
16059,LPP-7295270
16060,CAM-HBMD039
16061,LPP-1138605
16062,ICD-F332
16063,LPP-6229755
16064,ATC-R03AL12
16065,ICD-M924
16066,CAM-MZHH002
16067,LPP-3148826
16068,LPP-7148912
16069,LPP-1147403
16070,ATC-N07BB04
16071,CAM-HBGD029
16072,LPP-7132673
16073,LPP-7110163
16074,CAM-JJFC001
16075,ICD-G719
16076,ICD-M890
16077,ICD-U899
16078,ICD-G728
16079,ICD-C099
16080,LPP-7215689
16081,ICD-G833
16082,ICD-G629
16083,LPP-7220940
16084,CAM-LBPA011
16085,LPP-8184778
16086,CAM-AHPA013
16087,LPP-7227385
16088,LPP-6332476
16089,LPP-2245190
16090,LPP-2235977
16091,CAM-QEHB002
16092,LPP-2744220
16093,LPP-7212403
16094,CAM-ZZQP183
16095,ICD-M061
16096,ICD-E131
16097,ICD-R438
16098,CAM-NCCA007
16099,ICD-M122
16100,CAM-QZMA009
16101,CAM-MJFA017
16102,LPP-6186572
16103,ICD-H939
16104,LPP-7149018
16105,LPP-1337090
16106,LPP-6359950
16107,CAM-HBMD052
16108,LPP-7114310
16109,LPP-3350338
16110,ICD-M482
16111,ATC-R03DX11
16112,LPP-7110559
16113,LPP-2752201
16114,ICD-O721
16115,ICD-O714
16116,ICD-D729
16117,LPP-7110387
16118,LPP-7220213
16119,ICD-K039
16120,ATC-B01AA07
16121,ICD-Z500
16122,ICD-O872
16123,LPP-6187749
16124,ICD-V689
16125,CAM-NDPA002
16126,LPP-7110648
16127,ICD-F199
16128,LPP-7202913
16129,CAM-MGFA002
16130,BIO-1691
16131,LPP-6371358
16132,ICD-G454
16133,CAM-JKQX347
16134,LPP-7211800
16135,ICD-O681
16136,LPP-3100972
16137,LPP-3175830
16138,ICD-V234
16139,ICD-X848
16140,CAM-NFQP001
16141,BIO-130
16142,ICD-N897
16143,CAM-ZZHJ016
16144,CAM-HGQE003
16145,LPP-8132333
16146,LPP-8132379
16147,CAM-ZZQP124
16148,ICD-A369
16149,CAM-QCNP001
16150,ICD-K108
16151,ATC-B01AC24
16152,LPP-7110482
16153,LPP-1130377
16154,CAM-QZNP003
16155,CAM-EGFA003
16156,CAM-HKMA001
16157,ATC-D11AH09
16158,CAM-HBBA002
16159,ICD-L601
16160,CAM-MDCA001
16161,LPP-7270926
16162,ICD-M246
16163,ICD-W142
16164,LPP-7227149
16165,LPP-1182227
16166,CAM-AHEA016
16167,LPP-7212060
16168,ICD-F140
16169,CAM-KCFA001
16170,ICD-E041
16171,CAM-QEHA001
16172,CAM-ZZQP150
16173,LPP-6324287
16174,CAM-MDCB001
16175,LPP-1395420
16176,CAM-NBFA007
16177,CAM-NFMA006
16178,ICD-Z966
16179,LPP-1383931
16180,CAM-ZZQP167
16181,CAM-CAMA018
16182,ICD-V284
16183,LPP-6210187
16184,ICD-I862
16185,ICD-X808
16186,LPP-1338971
16187,ICD-F233
16188,ICD-W078
16189,CAM-KCHJ004
16190,ICD-E042
16191,ICD-K042
16192,ICD-L920
16193,ICD-T959
16194,LPP-6169243
16195,LPP-6175692
16196,LPP-2771090
16197,LPP-2766249
16198,CAM-LHFA029
16199,LPP-8136868
16200,LPP-8125793
16201,LPP-8126150
16202,ICD-V179
16203,CAM-MEMC004
16204,LPP-7252147
16205,LPP-7181921
16206,CAM-BANP003
16207,LPP-7244337
16208,LPP-7260968
16209,CAM-ZZQP169
16210,CAM-ZZQP175
16211,ICD-W648
16212,ICD-O021
16213,ICD-O034
16214,ICD-N922
16215,ICD-Y98
16216,ICD-W803
16217,CAM-GBBA002
16218,LPP-3317861
16219,CAM-LBLD015
16220,CAM-LBED006
16221,ICD-S070
16222,ICD-K078
16223,CAM-LBPA023
16224,ICD-Y424
16225,LPP-7241758
16226,CAM-EJNF002
16227,CAM-NBPA019
16228,ICD-L292
16229,ICD-Z558
16230,ICD-S210
16231,ICD-X772
16232,ICD-T235
16233,ICD-X830
16234,ICD-Y572
16235,CAM-JQGA004
16236,LPP-7295659
16237,LPP-7211467
16238,LPP-7213070
16239,ATC-R01BA52
16240,CAM-MJEA013
16241,LPP-1325460
16242,ICD-F459
16243,LPP-7215063
16244,CAM-NDGA002
16245,LPP-7219919
16246,BIO-1507
16247,LPP-7212320
16248,ICD-Z959
16249,ATC-G03AA09
16250,CAM-FFFA001
16251,ICD-Z908
16252,CAM-HKND001
16253,CAM-EGNP001
16254,LPP-6210342
16255,ICD-I872
16256,ICD-O260
16257,LPP-2240323
16258,LPP-7826476
16259,LPP-7237633
16260,LPP-7219776
16261,CAM-ELQJ002
16262,LPP-1330840
16263,LPP-7181772
16264,CAM-HCEA001
16265,LPP-6135882
16266,LPP-7220414
16267,LPP-7133052
16268,CAM-JJPA003
16269,ICD-T244
16270,ICD-T254
16271,ATC-N07BA03
16272,CAM-QEFA012
16273,LPP-7264305
16274,LPP-7843606
16275,BIO-1709
16276,ICD-N948
16277,ATC-N06AA06
16278,ICD-Q730
16279,ATC-A10BD10
16280,ICD-G570
16281,CAM-AHPA017
16282,CAM-AHLH004
16283,CAM-JKND004
16284,LPP-6328492
16285,LPP-6382095
16286,LPP-1112161
16287,BIO-4086
16288,ATC-A11CC04
16289,LPP-1157494
16290,LPP-7201150
16291,CAM-MHPA003
16292,BIO-1769
16293,ICD-E742
16294,LPP-7183334
16295,CAM-CAHA001
16296,CAM-QZEA004
16297,LPP-3354862
16298,CAM-PACC001
16299,ICD-N909
16300,ICD-Y048
16301,LPP-7224174
16302,LPP-7843960
16303,ICD-M672
16304,CAM-LAEP001
16305,ATC-J05AR19
16306,LPP-7813491
16307,ICD-F942
16308,CAM-MCCA007
16309,CAM-MFPA003
16310,CAM-MZGA003
16311,CAM-LBQK003
16312,LPP-3108910
16313,CAM-QEFA017
16314,ICD-C505
16315,CAM-HEFE002
16316,CAM-HFQX005
16317,LPP-8182963
16318,LPP-8183075
16319,ICD-B005
16320,ICD-H588
16321,CAM-CAMA004
16322,CAM-QZNP029
16323,ICD-M652
16324,ICD-T016
16325,CAM-BAFA009
16326,LPP-8135107
16327,LPP-7211480
16328,CAM-ZZQL011
16329,ICD-S250
16330,ICD-V445
16331,CAM-HMQJ001
16332,CAM-AHLH006
16333,LPP-6177426
16334,LPP-6138550
16335,LPP-4390162
16336,LPP-6259986
16337,LPP-6148146
16338,LPP-6315070
16339,LPP-7221307
16340,ICD-E242
16341,LPP-7248387
16342,CAM-NHDA003
16343,ICD-F348
16344,LPP-7212461
16345,LPP-7228812
16346,LPP-8145809
16347,ATC-D05AX04
16348,ICD-G210
16349,ICD-M238
16350,CAM-HBFA004
16351,ICD-L559
16352,CAM-MJFA007
16353,CAM-NEPA001
16354,LPP-6330253
16355,LPP-1180441
16356,CAM-HBGD080
16357,LPP-7181743
16358,LPP-7206302
16359,LPP-7323605
16360,LPP-6273420
16361,LPP-7290900
16362,ICD-B608
16363,CAM-HHFA005
16364,ICD-S532
16365,LPP-7155496
16366,LPP-6383717
16367,LPP-6384326
16368,LPP-1398499
16369,CAM-MHEP003
16370,CAM-JQGD002
16371,ICD-O300
16372,ICD-O840
16373,ICD-Z372
16374,CAM-ZZQP149
16375,CAM-QZJA014
16376,ICD-T262
16377,CAM-BCBP001
16378,LPP-6188588
16379,ATC-L02AE03
16380,LPP-1277057
16381,CAM-PAGA007
16382,ICD-F330
16383,LPP-7860007
16384,LPP-7861633
16385,ICD-O998
16386,ICD-O233
16387,ICD-Y041
16388,ATC-J05AF10
16389,ATC-L01EA03
16390,ATC-B01AC22
16391,ICD-F633
16392,ICD-H476
16393,CAM-HEPA005
16394,LPP-4370886
16395,CAM-NCCB001
16396,ICD-W133
16397,ICD-K513
16398,ATC-A07EA02
16399,ICD-F844
16400,CAM-PAPA001
16401,LPP-7183162
16402,ICD-M774
16403,ICD-D123
16404,ATC-C09CA08
16405,ICD-Y348
16406,ICD-V475
16407,ICD-K044
16408,LPP-8147754
16409,CAM-GAMA010
16410,CAM-LAFA008
16411,CAM-BAMA003
16412,LPP-7211970
16413,ATC-D05BA02
16414,ICD-O838
16415,LPP-6210744
16416,ATC-J05AR09
16417,CAM-HAMA006
16418,ICD-T629
16419,CAM-HBQK476
16420,ICD-X840
16421,LPP-7157578
16422,ATC-N02CA01
16423,ATC-J05AG05
16424,LPP-7291029
16425,CAM-JKND001
16426,ICD-F59
16427,ICD-V406
16428,LPP-1301643
16429,ICD-H810
16430,ICD-I080
16431,ICD-E117
16432,ATC-N06BA07
16433,CAM-HFMP002
16434,CAM-HGPA002
16435,CAM-ADCA002
16436,CAM-GBQD001
16437,ATC-G03FA14
16438,LPP-6332460
16439,LPP-7144920
16440,CAM-MDCA012
16441,CAM-AJNH001
16442,CAM-FCFA001
16443,CAM-LHMA003
16444,LPP-7182487
16445,LPP-7250190
16446,LPP-7182300
16447,LPP-1305084
16448,LPP-7216341
16449,LPP-6313941
16450,LPP-7212314
16451,ATC-N04BC08
16452,ICD-V110
16453,LPP-8153097
16454,LPP-3105716
16455,ICD-Q123
16456,ICD-L718
16457,ICD-H402
16458,ICD-W289
16459,ICD-Y099
16460,LPP-7217501
16461,CAM-NHFA001
16462,ATC-A10BX02
16463,ICD-E136
16464,CAM-PBJH001
16465,ICD-X593
16466,CAM-LACA003
16467,ICD-V913
16468,ATC-N05CM11
16469,CAM-HBMD017
16470,LPP-1270463
16471,LPP-6362490
16472,LPP-2241742
16473,LPP-7224352
16474,LPP-7236272
16475,LPP-7380030
16476,LPP-8120979
16477,LPP-7110571
16478,LPP-7222420
16479,LPP-7831833
16480,ICD-X700
16481,ICD-F313
16482,CAM-LBPA032
16483,ICD-S930
16484,CAM-LJMA003
16485,ICD-M968
16486,LPP-7827300
16487,CAM-HBGD497
16488,LPP-8178039
16489,LPP-7133313
16490,ICD-T130
16491,CAM-AHPA006
16492,CAM-LBLD017
16493,LPP-2497884
16494,CAM-MAPA002
16495,LPP-7202505
16496,CAM-JZNP003
16497,ICD-Q991
16498,CAM-EFSA001
16499,BIO-4361
16500,ICD-N809
16501,CAM-LHLB001
16502,ICD-O010
16503,ICD-Z302
16504,LPP-8178453
16505,LPP-8178513
16506,LPP-8178594
16507,CAM-NBCA002
16508,ICD-X200
16509,CAM-HDFE002
16510,ICD-K076
16511,LPP-2713810
16512,LPP-2751874
16513,ICD-S463
16514,ICD-F451
16515,CAM-DEQF001
16516,LPP-1177410
16517,LPP-1198777
16518,LPP-1150718
16519,LPP-1137920
16520,LPP-1102872
16521,LPP-1151178
16522,LPP-1186811
16523,ICD-M894
16524,LPP-8177850
16525,LPP-8110633
16526,ICD-K350
16527,LPP-1332900
16528,LPP-7229823
16529,LPP-7222324
16530,CAM-LBPA037
16531,CAM-LBPA005
16532,ICD-E788
16533,CAM-FGRP010
16534,LPP-7214968
16535,ATC-J01DC07
16536,CAM-JKHA001
16537,LPP-7295174
16538,CAM-JMPA001
16539,CAM-HBMA006
16540,LPP-1310620
16541,ICD-R782
16542,ICD-O211
16543,CAM-JMEA001
16544,ICD-T918
16545,ICD-N905
16546,ICD-O219
16547,LPP-7239460
16548,CAM-GBPA004
16549,LPP-1352669
16550,BIO-26
16551,ICD-N764
16552,LPP-8149368
16553,LPP-8149374
16554,LPP-8187423
16555,CAM-GDMA002
16556,CAM-MBEP003
16557,LPP-7219629
16558,LPP-7219569
16559,CAM-NBPA010
16560,ICD-T845
16561,ATC-N06BA14
16562,ATC-N04BC09
16563,CAM-NFMC002
16564,ICD-K811
16565,CAM-QZJB004
16566,ICD-T485
16567,CAM-HBED022
16568,CAM-HBMD006
16569,LPP-7218096
16570,LPP-7220035
16571,LPP-6320527
16572,LPP-7183297
16573,CAM-AALA002
16574,ICD-R839
16575,CAM-NCFA005
16576,LPP-7160758
16577,CAM-ZZHJ009
16578,CAM-NJMA004
16579,LPP-7255513
16580,LPP-7255571
16581,LPP-1200764
16582,CAM-NJPA021
16583,ATC-B01AB06
16584,CAM-GBJE002
16585,LPP-6385024
16586,ICD-L689
16587,CAM-EGJA001
16588,LPP-7827754
16589,CAM-LAFA022
16590,ICD-D841
16591,ICD-F03
16592,LPP-1392574
16593,ATC-G04BD02
16594,ATC-L04AG05
16595,CAM-HGQX008
16596,CAM-LBPA028
16597,ATC-L04AC18
16598,LPP-8178097
16599,BIO-187
16600,BIO-128
16601,CAM-ELSA001
16602,ICD-Y407
16603,LPP-7110973
16604,CAM-JDPE002
16605,LPP-7211929
16606,ICD-G320
16607,ICD-T410
16608,ICD-C690
16609,CAM-JCGA001
16610,ICD-W503
16611,CAM-GFQL006
16612,ICD-J430
16613,LPP-7826068
16614,LPP-7206360
16615,ICD-Z309
16616,ICD-D520
16617,ICD-S630
16618,ICD-P585
16619,CAM-QAEA006
16620,LPP-2750892
16621,CAM-LHFA025
16622,CAM-JQQM007
16623,CAM-JQQM017
16624,LPP-6111781
16625,CAM-LBCA002
16626,ICD-S841
16627,ICD-V244
16628,LPP-6385107
16629,LPP-7222181
16630,CAM-JKHD002
16631,LPP-7213549
16632,CAM-JKFC004
16633,ICD-D259
16634,CAM-HFCC003
16635,CAM-DHQH007
16636,CAM-EDSF002
16637,LPP-8112069
16638,LPP-3144515
16639,CAM-HCGA001
16640,ATC-L04AB06
16641,CAM-LAHA001
16642,CAM-GFFC006
16643,CAM-GGLC001
16644,ICD-O358
16645,CAM-MELH001
16646,CAM-EAFA003
16647,LPP-3162223
16648,CAM-NFMC001
16649,ATC-A12AA01
16650,LPP-6316431
16651,ICD-S635
16652,ICD-O054
16653,LPP-7200417
16654,CAM-LFFA006
16655,ICD-G553
16656,LPP-4327382
16657,LPP-1223452
16658,CAM-DENF014
16659,CAM-DENF035
16660,CAM-DHQH002
16661,ICD-E050
16662,ATC-A03BB01
16663,ICD-L558
16664,ICD-A64
16665,ICD-O418
16666,ICD-C632
16667,ICD-C629
16668,ICD-Z863
16669,CAM-KDQX005
16670,ICD-V091
16671,LPP-7118851
16672,ICD-Q789
16673,CAM-NBAA004
16674,CAM-PAMP001
16675,LPP-2702947
16676,LPP-2776176
16677,LPP-2732724
16678,ICD-Z895
16679,LPP-2729521
16680,LPP-2770357
16681,LPP-2771612
16682,LPP-7182599
16683,ICD-F608
16684,LPP-6328428
16685,ICD-Z955
16686,ATC-R05FA02
16687,LPP-1243680
16688,LPP-7223766
16689,LPP-1336558
16690,CAM-JKHA002
16691,ICD-Y911
16692,CAM-MEFA001
16693,LPP-2407378
16694,CAM-QEQN001
16695,CAM-QEEB152
16696,ICD-M310
16697,LPP-7181631
16698,CAM-MEFA003
16699,ICD-T293
16700,LPP-6384013
16701,LPP-7216878
16702,ATC-R06AD02
16703,ICD-N944
16704,CAM-AHPA025
16705,LPP-1218280
16706,BIO-1616
16707,LPP-6323945
16708,CAM-QEHJ005
16709,LPP-7222301
16710,ICD-L858
16711,ICD-O028
16712,ICD-O088
16713,CAM-JPGD001
16714,CAM-JLAD001
16715,CAM-EPFA004
16716,ICD-B050
16717,CAM-FCFA029
16718,ICD-K640
16719,CAM-EGFA007
16720,LPP-7231850
16721,LPP-7240049
16722,LPP-8168503
16723,CAM-ABSA004
16724,CAM-MDEA002
16725,CAM-EGSF001
16726,LPP-7208436
16727,LPP-9222274
16728,CAM-HCQH002
16729,CAM-HCAE201
16730,LPP-8134496
16731,LPP-8134450
16732,LPP-8134444
16733,LPP-8134540
16734,CAM-ZZMP010
16735,CAM-ZZNL037
16736,CAM-HBGD316
16737,CAM-LEMA004
16738,ICD-E103
16739,LPP-6315058
16740,LPP-8178068
16741,ICD-M771
16742,ATC-J05AG06
16743,CAM-ZCQK003
16744,ICD-O342
16745,ICD-Z521
16746,ICD-O331
16747,CAM-HPLA001
16748,LPP-7217116
16749,ICD-O624
16750,ICD-N920
16751,ICD-I311
16752,CAM-DACA001
16753,CAM-MCFA004
16754,LPP-8112098
16755,ICD-T840
16756,LPP-1342903
16757,ICD-W252
16758,ATC-L01AA01
16759,CAM-QANP002
16760,CAM-NCCA006
16761,CAM-HBLD332
16762,CAM-HBMD292
16763,LPP-4371408
16764,LPP-2770707
16765,CAM-QZNP020
16766,ICD-Y639
16767,ATC-A10AB01
16768,LPP-1163891
16769,CAM-ZZHB002
16770,LPP-6317382
16771,ICD-I438
16772,ICD-L851
16773,ICD-K583
16774,CAM-AJFC002
16775,ICD-T901
16776,LPP-7237662
16777,LPP-7239684
16778,LPP-7247376
16779,LPP-1167400
16780,LPP-7829977
16781,ATC-N06AA21
16782,CAM-NBPA005
16783,LPP-7148770
16784,ICD-F079
16785,CAM-JFFC001
16786,ICD-N803
16787,CAM-MHCA001
16788,ICD-O698
16789,CAM-HJCA001
16790,ICD-E111
16791,LPP-7226084
16792,ATC-A03CA02
16793,ICD-W349
16794,ICD-S410
16795,ATC-N04BB01
16796,LPP-1364030
16797,CAM-GAMA015
16798,LPP-1345362
16799,LPP-1349147
16800,ICD-O224
16801,CAM-JDFE003
16802,ICD-H310
16803,LPP-7181281
16804,LPP-7223186
16805,LPP-1333637
16806,CAM-NGEP001
16807,ICD-S921
16808,ICD-E749
16809,ICD-T146
16810,ICD-X404
16811,LPP-7157584
16812,ICD-V160
16813,ICD-N140
16814,ICD-J381
16815,ICD-O628
16816,ATC-N07XX11
16817,CAM-DEQA001
16818,ICD-I445
16819,ICD-I446
16820,CAM-NJEA003
16821,ICD-O009
16822,ICD-N733
16823,CAM-HAFA009
16824,CAM-QANP006
16825,LPP-2218950
16826,LPP-7262683
16827,ICD-N930
16828,ICD-G138
16829,LPP-1192007
16830,LPP-1380039
16831,LPP-1262713
16832,LPP-1274395
16833,LPP-1240150
16834,LPP-1111836
16835,CAM-LAFA018
16836,LPP-8184407
16837,CAM-LBPA040
16838,LPP-3185767
16839,LPP-6345295
16840,ICD-V918
16841,CAM-ZZQP186
16842,ICD-K731
16843,CAM-HLEA001
16844,CAM-EHQH001
16845,LPP-8127711
16846,CAM-HBGD007
16847,CAM-EJNJ014
16848,CAM-NZQH005
16849,ICD-I749
16850,LPP-8110254
16851,LPP-8121683
16852,LPP-8132310
16853,ATC-C10AX09
16854,LPP-6211531
16855,ICD-M257
16856,ICD-S653
16857,CAM-NDEA002
16858,ATC-C09BB02
16859,LPP-7204987
16860,ICD-F440
16861,ICD-M221
16862,CAM-GBPA002
16863,CAM-LAFA023
16864,ICD-O469
16865,CAM-HMQH008
16866,ICD-L301
16867,ICD-O690
16868,LPP-8184413
16869,ICD-C222
16870,CAM-DHFA006
16871,CAM-ELCA002
16872,CAM-HLFA007
16873,CAM-HLQX005
16874,LPP-7216192
16875,ICD-S831
16876,LPP-7280250
16877,ATC-C09AA03
16878,ICD-Y340
16879,ATC-R06AB02
16880,CAM-AHPA001
16881,ATC-R03AL08
16882,BIO-5204
16883,CAM-LAMA011
16884,LPP-7380253
16885,ICD-W312
16886,CAM-NBGA005
16887,CAM-JGQX001
16888,LPP-6364105
16889,CAM-CAFA011
16890,ICD-I029
16891,CAM-GGNC001
16892,ICD-L503
16893,LPP-7253425
16894,ICD-I00
16895,CAM-LBFA026
16896,LPP-7220348
16897,CAM-MGEA002
16898,ICD-W033
16899,CAM-ACQL007
16900,LPP-7111234
16901,LPP-1354355
16902,ICD-W112
16903,ATC-S01BC03
16904,LPP-7282912
16905,LPP-7282697
16906,ICD-N028
16907,ICD-K648
16908,ICD-C210
16909,ICD-C499
16910,CAM-HKFA007
16911,ICD-L598
16912,ICD-Y842
16913,CAM-LHEP003
16914,ICD-I820
16915,LPP-1197080
16916,CAM-QEFA011
16917,LPP-7279092
16918,ICD-D173
16919,LPP-7111501
16920,LPP-7222755
16921,LPP-7226820
16922,ICD-E078
16923,LPP-6354590
16924,CAM-HBGD145
16925,LPP-7861946
16926,LPP-9210124
16927,LPP-7181803
16928,BIO-1438
16929,CAM-JNBD001
16930,ICD-O343
16931,ICD-O368
16932,CAM-MBMA002
16933,CAM-GGLB001
16934,ICD-P142
16935,ICD-Y560
16936,ICD-S431
16937,ICD-O985
16938,LPP-6273762
16939,ICD-E258
16940,CAM-JDJD002
16941,ICD-T215
16942,LPP-7825815
16943,CAM-LJMA006
16944,CAM-LJGA002
16945,LPP-8131925
16946,CAM-QZGA010
16947,ICD-N735
16948,LPP-7210551
16949,CAM-CBMA007
16950,ICD-T145
16951,LPP-7219842
16952,CAM-JLJD001
16953,LPP-7214885
16954,ICD-B689
16955,LPP-7294737
16956,ICD-Y451
16957,LPP-7255890
16958,LPP-7256197
16959,ATC-R03CC12
16960,ICD-K035
16961,ICD-H420
16962,ICD-K061
16963,LPP-1135506
16964,LPP-6175189
16965,CAM-QEQX005
16966,LPP-7181878
