index,Event_code
10970,CAM-MHDA005
10971,CAM-MJEA009
10972,ICD-M181
10973,LPP-6318743
10974,LPP-6385946
10975,CAM-HQRP001
10976,CAM-ZZQX170
10977,CAM-HCFA008
10978,ICD-A319
10979,ICD-D110
10980,LPP-7258954
10981,CAM-PAQL007
10982,LPP-6363258
10983,CAM-BEPA003
10984,ICD-H182
10985,CAM-BEMA008
10986,LPP-2245036
10987,LPP-2288502
10988,LPP-7209890
10989,LPP-6346840
10990,LPP-2216359
10991,LPP-2254911
10992,LPP-7255588
10993,LPP-6172475
10994,LPP-7241860
10995,LPP-1364342
10996,LPP-1378686
10997,LPP-7214715
10998,ATC-L04AH01
10999,CAM-EZNH002
11000,CAM-HBGB003
11001,LPP-7248186
11002,ICD-W590
11003,CAM-BEGA003
11004,ICD-H189
11005,CAM-EZPF004
11006,LPP-2722950
11007,LPP-1322540
11008,LPP-7284970
11009,CAM-AHCA003
11010,ICD-S997
11011,LPP-6230103
11012,ICD-T841
11013,ICD-T462
11014,ICD-X649
11015,ICD-D828
11016,ICD-Z813
11017,CAM-BGCA002
11018,LPP-6397843
11019,LPP-7206325
11020,ICD-D100
11021,BIO-5273
11022,ICD-H662
11023,CAM-NZMA002
11024,ICD-B301
11025,CAM-MJAA002
11026,ICD-T150
11027,ICD-M465
11028,CAM-LHHH001
11029,ICD-S026
11030,ICD-W132
11031,LPP-7336163
11032,ICD-L710
11033,CAM-ZZQX047
11034,CAM-JDCA002
11035,ICD-N995
11036,CAM-JDSA008
11037,LPP-7242150
11038,LPP-7246721
11039,LPP-7246365
11040,LPP-6315963
11041,ICD-N500
11042,CAM-NCCC001
11043,LPP-7287648
11044,LPP-7838226
11045,LPP-7232370
11046,LPP-7241563
11047,ICD-F985
11048,LPP-7269509
11049,LPP-7816294
11050,LPP-1316290
11051,ICD-F120
11052,ATC-R03AL09
11053,LPP-6375971
11054,LPP-7286324
11055,ATC-A10BJ06
11056,ICD-O680
11057,ATC-C02AB02
11058,CAM-JEPH001
11059,ICD-B461
11060,ICD-N141
11061,ICD-J338
11062,CAM-GLQD003
11063,ICD-Z528
11064,CAM-HGFA009
11065,CAM-HHMA002
11066,ICD-Q412
11067,LPP-2236586
11068,ICD-Q079
11069,CAM-NCCB005
11070,ICD-S825
11071,LPP-7110418
11072,LPP-6336698
11073,LPP-2719439
11074,LPP-2723642
11075,LPP-1378255
11076,ICD-W749
11077,ICD-R413
11078,ICD-W920
11079,LPP-6372754
11080,LPP-6327297
11081,LPP-6381486
11082,ICD-D142
11083,LPP-2356907
11084,ICD-M624
11085,CAM-NJEA005
11086,CAM-PAGA005
11087,ICD-B172
11088,LPP-2190393
11089,LPP-6316320
11090,LPP-6354609
11091,LPP-7121630
11092,ICD-Q602
11093,LPP-1127665
11094,CAM-MJMA015
11095,ICD-S808
11096,ICD-S019
11097,LPP-6331270
11098,LPP-6366274
11099,CAM-NFFA002
11100,ICD-M674
11101,ATC-B01AC04
11102,ATC-C10BA05
11103,ICD-W310
11104,ICD-Q824
11105,CAM-QZLA002
11106,LPP-7221603
11107,LPP-7244107
11108,LPP-7813427
11109,LPP-7843598
11110,ICD-T149
11111,ICD-Q984
11112,CAM-ECCA005
11113,ICD-Q773
11114,ICD-G471
11115,LPP-7252118
11116,LPP-7251538
11117,BIO-1624
11118,CAM-NHDA011
11119,ICD-M214
11120,ICD-N158
11121,ICD-N078
11122,LPP-6379880
11123,CAM-HGEC009
11124,LPP-1384899
11125,LPP-2293957
11126,ICD-Q714
11127,CAM-MGFA006
11128,LPP-6327357
11129,LPP-7222399
11130,ICD-Q259
11131,ICD-H938
11132,ICD-H542
11133,CAM-MHFA002
11134,ICD-D529
11135,ICD-Q225
11136,CAM-DEPF005
11137,CAM-DEQF002
11138,CAM-DEQP008
11139,ICD-I052
11140,CAM-GGJA003
11141,CAM-LJCA002
11142,ICD-I059
11143,ICD-I249
11144,ICD-Z952
11145,CAM-DAFA007
11146,LPP-6327328
11147,CAM-MJJA004
11148,LPP-1142883
11149,CAM-HGPA006
11150,CAM-ZZQP114
11151,CAM-ZZQP180
11152,BIO-6307
11153,BIO-4352
11154,BIO-4351
11155,CAM-BAFA007
11156,ICD-Q102
11157,LPP-2785229
11158,CAM-GEHE001
11159,ICD-H546
11160,LPP-9277306
11161,LPP-9383014
11162,ICD-H539
11163,LPP-9385036
11164,LPP-9178691
11165,LPP-6315118
11166,ICD-D397
11167,ICD-D376
11168,ICD-D381
11169,ICD-C418
11170,ICD-C781
11171,ICD-C787
11172,ICD-C780
11173,ICD-C577
11174,CAM-HEQX005
11175,ATC-V01AA03
11176,LPP-7287795
11177,LPP-7211177
11178,LPP-7267189
11179,ICD-Q952
11180,CAM-EQQP001
11181,ICD-J418
11182,LPP-2705213
11183,ICD-J410
11184,ICD-P93
11185,CAM-GCME002
11186,LPP-9269519
11187,LPP-7813232
11188,CAM-ZZQH001
11189,LPP-7224808
11190,LPP-7842736
11191,LPP-7829983
11192,LPP-6310109
11193,CAM-EECA009
11194,CAM-NJCA001
11195,ICD-T131
11196,CAM-AFJA004
11197,CAM-LHFA019
11198,ICD-G558
11199,ICD-R208
11200,LPP-1379527
11201,ICD-N393
11202,ICD-G834
11203,ICD-K592
11204,LPP-6323566
11205,LPP-7110980
11206,LPP-1323113
11207,ICD-M512
11208,ICD-A888
11209,CAM-DGKA024
11210,ICD-K635
11211,ICD-G129
11212,LPP-4300348
11213,LPP-4339681
11214,CAM-LLQP002
11215,LPP-2707212
11216,CAM-NAPA008
11217,CAM-NJPB001
11218,LPP-2740706
11219,LPP-2779507
11220,LPP-9178509
11221,LPP-9384663
11222,ATC-D05AX03
11223,ICD-Y415
11224,LPP-7214661
11225,ICD-K404
11226,CAM-HBGD133
11227,LPP-6362810
11228,CAM-BEEA001
11229,CAM-BGFA006
11230,LPP-7230447
11231,ICD-S654
11232,ICD-S204
11233,ICD-D330
11234,CAM-ZZMK026
11235,ATC-L01EB02
11236,ICD-C711
11237,LPP-4118193
11238,LPP-4329040
11239,LPP-4325302
11240,ICD-G131
11241,CAM-GFQL002
11242,LPP-7885473
11243,LPP-7206130
11244,LPP-7216737
11245,BIO-1433
11246,CAM-BGFA014
11247,CAM-BGNP008
11248,CAM-BENA002
11249,LPP-2256420
11250,LPP-7225334
11251,ICD-P046
11252,LPP-6381411
11253,LPP-7831891
11254,ICD-Z644
11255,ATC-B05X
11256,CAM-HPFC002
11257,ICD-E211
11258,ICD-K658
11259,CAM-JVJB001
11260,LPP-6339277
11261,ICD-A260
11262,ICD-S522
11263,LPP-6141368
11264,ICD-T454
11265,LPP-1234600
11266,LPP-9167084
11267,LPP-9368167
11268,LPP-4389845
11269,ICD-S067
11270,ICD-V861
11271,ICD-D480
11272,CAM-JCCA002
11273,CAM-JCMA003
11274,CAM-ZZHH001
11275,ICD-D592
11276,CAM-HMQH006
11277,ICD-Z655
11278,ICD-P103
11279,ICD-K909
11280,ICD-Q543
11281,ICD-Q799
11282,ICD-Q030
11283,ICD-Q724
11284,CAM-JCCA003
11285,CAM-MGJA001
11286,LPP-1183333
11287,LPP-1199506
11288,CAM-MBCA001
11289,ICD-D300
11290,LPP-6336712
11291,ICD-H613
11292,BIO-3308
11293,LPP-7258888
11294,ICD-E320
11295,ICD-L700
11296,ICD-Y409
11297,ICD-E278
11298,LPP-6184691
11299,LPP-6362610
11300,ICD-P964
11301,ATC-A02X
11302,LPP-7816526
11303,ICD-R845
11304,LPP-6380771
11305,LPP-2780373
11306,LPP-6335670
11307,ICD-L258
11308,CAM-QEJA001
11309,ICD-M951
11310,LPP-6353886
11311,ICD-W188
11312,CAM-NCFA004
11313,LPP-2737176
11314,LPP-2709441
11315,CAM-LAFA004
11316,CAM-DZQM003
11317,LPP-1241266
11318,ATC-M01AB16
11319,ICD-G118
11320,LPP-2155965
11321,ICD-E617
11322,LPP-6255563
11323,ATC-N05BE01
11324,ICD-T512
11325,ICD-X450
11326,ICD-T510
11327,ICD-T413
11328,ICD-K270
11329,ICD-C61
11330,ICD-C673
11331,ICD-C675
11332,ICD-C778
11333,ICD-C775
11334,ICD-C498
11335,ICD-C679
11336,CAM-GFQP001
11337,ICD-M249
11338,ICD-G249
11339,ICD-S112
11340,ICD-S222
11341,ATC-N07XX02
11342,ICD-I461
11343,ICD-T200
11344,CAM-FCNH001
11345,ICD-R492
11346,ICD-L928
11347,LPP-6163720
11348,CAM-NGFA002
11349,LPP-6323371
11350,LPP-7231814
11351,LPP-9178515
11352,LPP-9385007
11353,CAM-DAMF001
11354,ICD-S820
11355,CAM-AHCA016
11356,ICD-S542
11357,ICD-S543
11358,ICD-S560
11359,ICD-S563
11360,ATC-R01AD52
11361,LPP-6264875
11362,BIO-1717
11363,ICD-Z710
11364,CAM-NAPA004
11365,CAM-LAFA012
11366,CAM-LBFA018
11367,BIO-1327
11368,ICD-K508
11369,LPP-2751012
11370,LPP-2766999
11371,CAM-JCGE001
11372,ICD-N201
11373,CAM-JCGE006
11374,CAM-JCKE002
11375,ATC-J01DE01
11376,LPP-2718919
11377,ICD-Q339
11378,CAM-JVJF007
11379,ICD-E874
11380,ICD-G255
11381,ICD-E721
11382,ICD-Y452
11383,CAM-HLEA002
11384,CAM-HLHB001
11385,CAM-HLHJ006
11386,CAM-ZZJH007
11387,ICD-T287
11388,ICD-W014
11389,ICD-E000
11390,ICD-W680
11391,CAM-JQQX005
11392,LPP-7173933
11393,ICD-T500
11394,CAM-HBGD076
11395,ATC-N05CD11
11396,CAM-MZFA001
11397,ICD-H440
11398,CAM-GDFE006
11399,CAM-GDSA001
11400,CAM-HESA009
11401,ICD-S275
11402,CAM-GEFA006
11403,LPP-1188000
11404,LPP-7229473
11405,LPP-7239939
11406,LPP-7214247
11407,ICD-T733
11408,LPP-7284868
11409,ICD-L408
11410,ICD-D331
11411,LPP-7110826
11412,LPP-7122114
11413,ICD-E348
11414,LPP-1121711
11415,CAM-HBMD005
11416,ICD-T638
11417,ICD-J341
11418,ICD-H498
11419,LPP-7110453
11420,ICD-Z722
11421,CAM-HKFA005
11422,ATC-A04AD12
11423,CAM-JHHA003
11424,ICD-C772
11425,ATC-A12AA03
11426,ICD-P111
11427,LPP-2777164
11428,ICD-M411
11429,CAM-LHEB001
11430,CAM-LDEB002
11431,CAM-LHMA015
11432,ICD-I951
11433,ICD-B909
11434,ICD-D129
11435,ICD-D221
11436,LPP-2703912
11437,LPP-2785117
11438,ICD-Q684
11439,ICD-Z614
11440,ICD-J383
11441,ICD-E300
11442,ICD-S221
11443,ICD-T486
11444,ICD-Y556
11445,ICD-W028
11446,CAM-HAFA011
11447,BIO-463
11448,CAM-NFQC001
11449,ICD-H060
11450,LPP-2122776
11451,ICD-Z411
11452,LPP-1162526
11453,ICD-R825
11454,ICD-A480
11455,CAM-DZQJ900
11456,ICD-G000
11457,ICD-H353
11458,ICD-H708
11459,ICD-Q788
11460,ICD-T842
11461,CAM-MCPA002
11462,LPP-1126737
11463,ICD-T434
11464,LPP-6381753
11465,ICD-X480
11466,CAM-PCHB001
11467,ICD-Q809
11468,LPP-1197275
11469,CAM-MCCA003
11470,CAM-MGRP001
11471,ICD-J954
11472,BIO-1150
11473,BIO-4304
11474,BIO-1417
11475,ICD-K072
11476,LPP-7216909
11477,ICD-K810
11478,ICD-Q441
11479,ICD-J019
11480,ICD-I131
11481,ICD-Q135
11482,LPP-7249346
11483,ATC-N05BA06
11484,ICD-S031
11485,ICD-Z089
11486,ICD-K37
11487,CAM-HAND004
11488,ICD-H261
11489,ICD-T483
11490,ICD-Z873
11491,ICD-T381
11492,ICD-T471
11493,ICD-T502
11494,CAM-ECCA004
11495,LPP-7239744
11496,ICD-Q778
11497,ATC-M01AB02
11498,ICD-Z400
11499,LPP-7270932
11500,LPP-1339002
11501,LPP-7250556
11502,LPP-7234209
11503,CAM-DBKA002
11504,ICD-I490
11505,ICD-I744
11506,ICD-Z954
11507,ICD-I370
11508,CAM-MDPA002
11509,ICD-K004
11510,ICD-K712
11511,ATC-C08CA03
11512,ATC-L01EJ01
11513,LPP-9364749
11514,ICD-G430
11515,LPP-6363169
11516,LPP-6119245
11517,LPP-7858588
11518,LPP-7272262
11519,LPP-7246773
11520,ICD-Y66
11521,ICD-R238
11522,ICD-B250
11523,CAM-LARA003
11524,BIO-7320
11525,ICD-F39
11526,CAM-NFJC001
11527,ICD-I309
11528,CAM-HAFA034
11529,LPP-6316514
11530,ICD-R75
11531,CAM-BGQP011
11532,LPP-1101803
11533,LPP-7222650
11534,LPP-2230750
11535,LPP-7836641
11536,ICD-Z531
11537,LPP-1314686
11538,LPP-7220555
11539,LPP-1159257
11540,LPP-7278780
11541,CAM-LJCA001
11542,CAM-DEEA001
11543,ICD-I214
11544,CAM-DEKA001
11545,ICD-C753
11546,CAM-ZZQX175
11547,ICD-C793
11548,LPP-1137095
11549,ICD-G463
11550,CAM-FEFF001
11551,ICD-C752
11552,ATC-L01XK01
11553,LPP-6161974
11554,LPP-6163714
11555,CAM-HAJD004
11556,ICD-L728
11557,LPP-7132851
11558,ICD-T452
11559,ATC-C08CA05
11560,CAM-ZCQM007
11561,LPP-6185331
11562,LPP-6168858
11563,LPP-6163950
11564,LPP-6168918
11565,LPP-6188571
11566,LPP-6175025
11567,LPP-6110356
11568,LPP-6169237
11569,LPP-6110333
11570,LPP-6111344
11571,LPP-6188039
11572,LPP-6169020
11573,CAM-JJFC003
11574,ICD-D179
11575,LPP-7214916
11576,ICD-W017
11577,LPP-2317149
11578,CAM-MHQH001
11579,CAM-HAAA001
11580,ICD-G990
11581,CAM-PEQP004
11582,LPP-1393987
11583,ICD-B190
11584,ICD-E741
11585,CAM-NHPA006
11586,LPP-1185697
11587,CAM-MZFA009
11588,LPP-7818672
11589,LPP-7816160
11590,ICD-T465
11591,LPP-1148124
11592,LPP-6316483
11593,LPP-1314829
11594,CAM-EPLF003
11595,CAM-QZLP001
11596,CAM-HPQX005
11597,CAM-JJQX008
11598,ICD-G92
11599,ICD-C762
11600,CAM-HEQL002
11601,LPP-6329267
11602,ICD-M809
11603,ICD-S307
11604,ICD-S298
11605,LPP-2286118
11606,LPP-2244203
11607,LPP-7293554
11608,ICD-R944
11609,LPP-7240078
11610,ICD-T141
11611,LPP-6126989
11612,ICD-K589
11613,LPP-6382793
11614,ICD-G26
11615,ICD-R838
11616,ICD-Y468
11617,ICD-Z882
11618,LPP-1304742
11619,LPP-1306936
11620,ICD-Z728
11621,ICD-D316
11622,CAM-BKFA003
11623,CAM-BAAA001
11624,ICD-Q838
11625,LPP-7180070
11626,ICD-M029
11627,ICD-B027
11628,BIO-4252
11629,ICD-J340
11630,CAM-HBQD001
11631,LPP-7118012
11632,LPP-7117780
11633,ICD-H819
11634,ICD-W171
11635,CAM-GFFA013
11636,ICD-P159
11637,ICD-E783
11638,CAM-KCQL002
11639,ICD-D532
11640,LPP-6381374
11641,CAM-HALD003
11642,LPP-7272760
11643,ICD-S658
11644,ATC-G04CX01
11645,CAM-EPLA002
11646,CAM-HMCA009
11647,ICD-Q411
11648,CAM-HGFA013
11649,CAM-HGQH001
11650,CAM-HHFA022
11651,LPP-6178986
11652,LPP-6384591
11653,LPP-6384881
11654,ATC-A02AH
11655,LPP-6174764
11656,ICD-T622
11657,ATC-A10AE56
11658,CAM-ZZQX181
11659,LPP-7291124
11660,ICD-I321
11661,ICD-I328
11662,LPP-7219687
11663,ICD-F401
11664,ATC-A10BD07
11665,BIO-1489
11666,ICD-W219
11667,ATC-L04AC10
11668,ICD-A448
11669,CAM-BGQP006
11670,CAM-QZFA018
11671,CAM-ZZLJ002
11672,CAM-JEHE002
11673,CAM-JGHJ002
11674,ICD-C688
11675,LPP-1163069
11676,LPP-1145730
11677,CAM-JHEA012
11678,CAM-ZZNL003
11679,CAM-ZZNL018
11680,CAM-JHJA001
11681,ICD-C670
11682,LPP-2134549
11683,LPP-7876853
11684,ICD-Y475
11685,ICD-D804
11686,BIO-1467
11687,ICD-Y078
11688,LPP-6317063
11689,ICD-T433
11690,LPP-6366386
11691,CAM-GFFA003
11692,LPP-7281982
11693,LPP-1347533
11694,LPP-6193879
11695,ICD-Z542
11696,CAM-JJFC011
11697,ATC-V08CA08
11698,BIO-557
11699,LPP-7816058
11700,CAM-HKPA007
11701,CAM-JCFA003
11702,ICD-Q360
11703,LPP-6383090
11704,ICD-G001
11705,LPP-7239425
11706,LPP-7247117
11707,ICD-S274
11708,CAM-NZFA010
11709,BIO-4083
11710,ICD-C710
11711,CAM-CBMD003
11712,LPP-7819022
11713,LPP-7255482
11714,LPP-6170690
11715,ICD-S598
11716,LPP-6113219
11717,ICD-K835
11718,LPP-7235315
11719,LPP-7826186
11720,CAM-MAFA005
11721,CAM-MZFA006
11722,LPP-2217376
11723,LPP-2279934
11724,LPP-7268250
11725,LPP-7270228
11726,ICD-T980
11727,ICD-K054
11728,ATC-A06AH03
11729,LPP-7238466
11730,BIO-1110
11731,CAM-PDQB001
11732,CAM-GLQP014
11733,LPP-6327452
11734,ICD-S509
11735,ICD-D763
11736,LPP-6317293
11737,ICD-W232
11738,ICD-Y871
11739,ICD-Z045
11740,CAM-GLLD021
11741,ICD-S809
11742,CAM-BBCA003
11743,ICD-H114
11744,LPP-7179806
11745,CAM-QZMA007
11746,CAM-QZNP015
11747,LPP-6372926
11748,LPP-7337056
11749,LPP-6312048
11750,LPP-1320505
11751,LPP-1303381
11752,ICD-Q890
11753,LPP-7233090
11754,LPP-6385969
11755,ICD-F842
11756,ATC-C09BA04
11757,ICD-H814
11758,CAM-HASA015
11759,ATC-P01BB51
11760,ICD-M629
11761,ICD-G609
11762,ICD-E753
11763,ICD-H179
11764,CAM-LDPA003
11765,LPP-7254956
11766,LPP-6272857
11767,LPP-7217659
11768,LPP-7813462
11769,ICD-M438
11770,CAM-LGFA005
11771,ICD-K752
11772,ICD-X479
11773,LPP-7242947
11774,CAM-DAAA002
11775,ICD-M872
11776,LPP-7253017
11777,ATC-S01EA03
11778,ICD-M012
11779,CAM-MJJA001
11780,CAM-NJPA015
11781,ICD-W105
11782,LPP-7295116
11783,ICD-I608
11784,ICD-Z529
11785,LPP-1155064
11786,ATC-D05AA
11787,LPP-6280118
11788,ATC-G03GB02
11789,CAM-EBCA009
11790,CAM-EQLA006
11791,CAM-EQQP013
11792,ICD-D685
11793,LPP-7861981
11794,ICD-J051
11795,ICD-E760
11796,ICD-K550
11797,ICD-M311
11798,LPP-7254844
11799,ATC-A07EC01
11800,ICD-D137
11801,ICD-R411
11802,CAM-NGPA003
11803,LPP-1303688
11804,LPP-6277122
11805,CAM-NJEA009
11806,CAM-NDMA001
11807,CAM-MDFA007
11808,LPP-7252348
11809,ATC-A16AX18
11810,CAM-GAQD003
11811,CAM-GLRP003
11812,ICD-Q281
11813,ICD-W518
11814,CAM-BACA003
11815,ICD-B081
11816,ICD-H031
11817,LPP-6186000
11818,CAM-DGFA002
11819,LPP-2196680
11820,CAM-LHPA004
11821,ICD-D691
11822,ICD-M948
11823,BIO-3785
11824,LPP-7274278
11825,ICD-N308
11826,BIO-1761
11827,ICD-A394
11828,ICD-V799
11829,LPP-7270518
11830,ATC-C03EA04
11831,ICD-T383
11832,ICD-Y423
11833,CAM-NBPA009
11834,ICD-S552
11835,LPP-1197810
11836,ICD-Y538
11837,LPP-6312516
11838,ICD-S634
11839,ICD-I772
11840,ICD-W031
11841,LPP-6376580
11842,CAM-GFQL007
11843,ICD-Q393
11844,ICD-D45
11845,ICD-I38
11846,CAM-HCHB001
11847,ICD-H428
11848,LPP-1176741
11849,LPP-1276951
11850,ICD-Z807
11851,LPP-2384708
11852,ICD-S669
11853,LPP-7180399
11854,LPP-7279844
11855,CAM-ZZQX104
11856,LPP-7268361
11857,CAM-HBLD371
11858,LPP-6166167
11859,ICD-F913
11860,ICD-M052
11861,ICD-I410
11862,ICD-S150
11863,ICD-T902
11864,LPP-6381612
11865,ICD-L550
11866,ICD-Z811
11867,ICD-R788
11868,CAM-BGQP001
11869,ICD-F069
11870,LPP-7269930
11871,ICD-W742
11872,ICD-K582
11873,CAM-HMQL001
11874,CAM-EHNE001
11875,ICD-K745
11876,ICD-K744
11877,ICD-Z506
11878,LPP-1293412
11879,ICD-D420
11880,ICD-C712
11881,LPP-7269389
11882,CAM-LMMA011
11883,ICD-Q060
11884,ICD-T620
11885,LPP-7812534
11886,LPP-7814527
11887,ICD-M232
11888,ATC-P01BD01
11889,ATC-S01LA04
11890,ICD-H320
11891,ICD-B580
11892,CAM-MJPA005
11893,LPP-1399955
11894,LPP-7230690
11895,LPP-6363465
11896,LPP-1107579
11897,LPP-6136150
11898,CAM-JQQM010
11899,LPP-7218222
11900,ATC-C07BB12
11901,CAM-ABFA003
11902,ATC-J01MA07
11903,ICD-Q242
11904,ICD-S998
11905,LPP-2179500
11906,ICD-T385
11907,ICD-X448
11908,BIO-1634
11909,LPP-6173262
11910,LPP-1197861
11911,CAM-MCCA009
11912,CAM-CASA001
11913,LPP-6316891
11914,ICD-L80
11915,ICD-Y880
11916,ICD-D215
11917,CAM-AAJH001
11918,CAM-EBLA001
11919,ICD-D613
11920,CAM-JCEC006
11921,LPP-7240517
11922,CAM-JEQX005
11923,LPP-7157680
11924,CAM-HFCA003
11925,CAM-ABLA001
11926,CAM-HBLD158
11927,CAM-HBLD724
11928,LPP-6316885
11929,ICD-A601
11930,LPP-7268533
11931,LPP-7251610
11932,LPP-7251930
11933,LPP-7478029
11934,LPP-7275817
11935,ICD-E838
11936,ICD-T800
11937,LPP-7117691
11938,LPP-7117998
11939,LPP-7175837
11940,ICD-B004
11941,ICD-T260
11942,ICD-M863
11943,LPP-7815490
11944,ICD-A280
11945,ICD-I950
11946,CAM-DFGA003
11947,LPP-2769029
11948,LPP-2740037
11949,LPP-2222118
11950,ICD-N118
11951,ICD-H541
11952,LPP-9369646
11953,LPP-9369592
11954,ATC-A10AD04
11955,LPP-7250237
11956,ATC-R02AA05
11957,LPP-7133448
11958,ICD-E259
11959,LPP-1105416
11960,LPP-7122083
11961,BIO-4359
11962,ICD-E208
11963,LPP-7215330
11964,CAM-LLMA001
11965,ICD-I778
11966,ICD-N509
11967,ICD-Q055
11968,ICD-Q051
11969,ICD-Q685
11970,LPP-6388413
11971,CAM-HDMA008
11972,ICD-W104
11973,CAM-ZEMP007
11974,LPP-2712905
11975,LPP-2714614
11976,LPP-2733149
11977,CAM-NBCA006
11978,ICD-S722
11979,ICD-S435
11980,LPP-7243094
11981,ICD-H354
11982,ICD-M766
11983,ICD-F104
11984,LPP-6325157
11985,CAM-BDMA002
11986,LPP-7810624
11987,LPP-7810179
11988,ICD-N020
11989,ICD-X299
11990,ICD-C967
11991,CAM-MBFA002
11992,ICD-D160
11993,ICD-Q868
11994,ICD-Q721
11995,LPP-2701706
11996,LPP-2725813
11997,LPP-2712450
11998,LPP-2727172
11999,LPP-2736260
12000,LPP-2718167
12001,LPP-2741344
12002,LPP-2720744
12003,LPP-2703065
12004,LPP-2714650
12005,LPP-2789836
12006,LPP-2741210
12007,LPP-2764799
12008,LPP-2729194
12009,LPP-2741611
12010,LPP-2739620
12011,LPP-1215808
12012,LPP-2744756
12013,LPP-2704700
12014,LPP-2759232
12015,LPP-2785324
12016,LPP-2767326
12017,LPP-2761520
12018,LPP-2790992
12019,LPP-2785353
12020,LPP-2787719
12021,LPP-2787464
12022,CAM-AEFA002
12023,LPP-7181447
12024,CAM-BBCA001
12025,CAM-BBMA002
12026,ICD-Q891
12027,ICD-T599
12028,LPP-2720626
12029,LPP-7251662
12030,CAM-LAGA004
12031,CAM-LAGA005
12032,LPP-7234238
12033,LPP-7246827
12034,LPP-6110445
12035,CAM-HLSA001
12036,LPP-7243763
12037,CAM-HHQX007
12038,ICD-Q172
12039,ICD-J953
12040,CAM-EBNH001
12041,ICD-B354
12042,ICD-S721
12043,CAM-MHDB001
12044,CAM-MJEA018
12045,CAM-JCFA007
12046,LPP-6364909
12047,CAM-AFFA006
12048,CAM-DFGA004
12049,ICD-T438
12050,ICD-I209
12051,LPP-1344575
12052,ICD-H269
12053,ICD-T799
12054,LPP-7249547
12055,CAM-ZZJH003
12056,LPP-7827197
12057,CAM-MJCA006
12058,ICD-S648
12059,CAM-ABLB002
12060,ICD-G042
12061,CAM-ABJB001
12062,ICD-G940
12063,CAM-AFCA004
12064,ICD-M611
12065,LPP-6138840
12066,CAM-HJFA016
12067,LPP-6392350
12068,ICD-Z235
12069,LPP-6316460
12070,LPP-7243792
12071,LPP-7240718
12072,LPP-7243823
12073,LPP-7243600
12074,LPP-7160913
12075,LPP-7844445
12076,ICD-Q921
12077,CAM-NDPA009
12078,ICD-M201
12079,LPP-6311221
12080,BIO-3779
12081,LPP-7239997
12082,LPP-7291041
12083,LPP-7260550
12084,ATC-C02CA06
12085,ICD-L130
12086,ICD-X108
12087,ICD-S030
12088,LPP-7269969
12089,ICD-W169
12090,CAM-HESE002
12091,ICD-G713
12092,ICD-K254
12093,ICD-K257
12094,BIO-4244
12095,BIO-70
12096,BIO-75
12097,LPP-1122231
12098,LPP-1110021
12099,LPP-1155130
12100,CAM-HHFA028
12101,LPP-6384964
12102,LPP-7272144
12103,BIO-4208
12104,CAM-HBLD350
12105,ICD-R779
12106,CAM-QCEA004
12107,CAM-QCFA006
12108,ICD-S009
12109,LPP-7254838
12110,CAM-HBMA001
12111,LPP-7211616
12112,LPP-7216476
12113,ICD-R398
12114,LPP-1161024
12115,LPP-1188431
12116,LPP-6381948
12117,ICD-F501
12118,ICD-G968
12119,LPP-7114646
12120,LPP-1135854
12121,LPP-1172766
12122,ICD-H132
12123,CAM-LCLB001
12124,LPP-9266478
12125,LPP-9372281
12126,LPP-9334441
12127,LPP-9395537
12128,LPP-2593257
12129,LPP-7175903
12130,ICD-V049
12131,ICD-Q551
12132,ICD-Q555
12133,ICD-S923
12134,ICD-V145
12135,CAM-QANP008
12136,ICD-Q503
12137,LPP-7838663
12138,LPP-6314722
12139,LPP-1120108
12140,LPP-7111027
12141,BIO-1496
12142,BIO-4349
12143,ATC-C08CA08
12144,CAM-LAMA004
12145,BIO-1468
12146,ICD-L042
12147,ICD-P149
12148,CAM-PAQK900
12149,ICD-W044
12150,BIO-161
12151,ICD-A600
12152,BIO-4203
12153,BIO-4201
12154,LPP-1398358
12155,ICD-F100
12156,CAM-HGFA011
12157,ICD-K220
12158,LPP-1125519
12159,LPP-7380388
12160,LPP-7310034
12161,LPP-6388560
12162,CAM-JAFC006
12163,ICD-N131
12164,CAM-DZQM002
12165,LPP-6330448
12166,ICD-N271
12167,CAM-JDFC001
12168,LPP-2209738
12169,LPP-7110832
12170,ICD-N350
12171,CAM-ZZQX012
12172,LPP-7286264
12173,LPP-6172430
12174,ICD-T138
12175,BIO-17
12176,CAM-NDPA012
12177,CAM-JHJB003
12178,LPP-1308668
12179,CAM-QZRP001
12180,LPP-1334737
12181,LPP-7336200
12182,LPP-7336230
12183,CAM-AAQN004
12184,ICD-F983
12185,LPP-7213791
12186,LPP-7142275
12187,BIO-5218
12188,CAM-GCMA001
12189,CAM-HCCA002
12190,CAM-HCLD001
12191,LPP-1104612
12192,LPP-1164420
12193,LPP-6173256
12194,LPP-6154997
12195,ATC-G03AD02
12196,CAM-JDGE001
12197,CAM-JLGE001
12198,ICD-N210
12199,ICD-T192
12200,ICD-Q179
12201,LPP-7225080
12202,LPP-7217330
12203,ICD-M089
12204,LPP-7172224
12205,CAM-JDLD002
12206,LPP-1123271
12207,CAM-HGEC001
12208,CAM-JJFC010
12209,CAM-JJQX005
12210,ICD-E702
12211,ICD-G328
12212,ICD-D290
12213,ICD-Y280
12214,ICD-W558
12215,ATC-G03GA07
12216,CAM-BADA006
12217,ATC-R03BB07
12218,ICD-J323
12219,ICD-X159
12220,ICD-V870
